id,NTS-TSP Name,Code,City,"TOS Number",SC Number,TOS Mod,Pack Rate,Wrdrb Rate,Hi Val Rate,"HI Rate",Strg Rate,"HO Rate",UnpackDray,RateZone,Dray In,Dray Out,Effect Date,6 Mon,12 Mon,18 Mon,24 Mon ,30 Mon,36 Mon
1,COLEMAN MOVING AND ST,CXAB,"ABILENE, TX",18-G-7221,C00017,IE,23.00,29.50,0.00,4.00,4.01,4.00,22.80,D1,36.50,43.80,01-4-24,91.56,115.62,139.68,163.74,187.80,211.86,
